YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
88 01 05 07 290 19.1 20.6 99.00 99.00 99.00 999 1011.8 -03.7 999.0 999.0 99.0
88 01 05 08 300 12.4 14.4 99.00 99.00 99.00 999 1012.8 -04.2 999.0 999.0 99.0
88 01 05 09 290 15.5 17.0 99.00 99.00 99.00 999 1013.6 -04.9 999.0 999.0 99.0
88 01 05 10 280 14.9 18.0 99.00 99.00 99.00 999 1014.7 -05.6 999.0 999.0 99.0
88 01 05 11 270 13.9 16.0 99.00 99.00 99.00 999 1016.0 -06.1 999.0 999.0 99.0
88 01 05 12 270 14.9 17.0 99.00 99.00 99.00 999 1017.1 -06.5 999.0 999.0 99.0
88 01 05 13 270 17.0 19.6 99.00 99.00 99.00 999 1017.6 -06.7 999.0 999.0 99.0
88 01 05 14 280 14.9 17.0 99.00 99.00 99.00 999 1018.2 -06.7 999.0 999.0 99.0
88 01 05 15 270 14.9 18.6 99.00 99.00 99.00 999 1018.8 -06.7 999.0 999.0 99.0
88 01 05 16 270 15.5 17.0 99.00 99.00 99.00 999 1018.5 -06.7 999.0 999.0 99.0
88 01 05 17 280 12.9 14.4 99.00 99.00 99.00 999 1017.9 -06.3 999.0 999.0 99.0
88 01 05 18 280 10.3 11.9 99.00 99.00 99.00 999 1017.4 -06.4 999.0 999.0 99.0
88 01 05 19 280 10.3 14.4 99.00 99.00 99.00 999 1017.2 -06.0 999.0 999.0 99.0
88 01 05 20 300 11.9 13.4 99.00 99.00 99.00 999 1017.8 -06.3 999.0 999.0 99.0
88 01 05 21 290 12.4 14.4 99.00 99.00 99.00 999 1019.1 -06.7 999.0 999.0 99.0
88 01 05 22 290 11.9 13.4 99.00 99.00 99.00 999 1019.6 -07.1 999.0 999.0 99.0
88 01 05 23 270 12.4 13.9 99.00 99.00 99.00 999 1020.7 -07.1 999.0 999.0 99.0
88 01 06 00 270 12.9 14.9 99.00 99.00 99.00 999 1021.0 -07.5 999.0 999.0 99.0
88 01 06 01 260 13.9 15.5 99.00 99.00 99.00 999 1021.1 -08.1 999.0 999.0 99.0
88 01 06 02 260 15.5 17.5 99.00 99.00 99.00 999 1021.2 -08.2 999.0 999.0 99.0
88 01 06 03 270 14.9 17.0 99.00 99.00 99.00 999 1021.4 -08.3 999.0 999.0 99.0
88 01 06 04 260 15.5 16.5 99.00 99.00 99.00 999 1021.3 -08.3 999.0 999.0 99.0
88 01 06 05 270 13.9 16.5 99.00 99.00 99.00 999 1021.6 -08.6 999.0 999.0 99.0
88 01 06 06 270 15.5 17.0 99.00 99.00 99.00 999 1021.4 -08.4 999.0 999.0 99.0
88 01 06 07 260 15.5 17.5 99.00 99.00 99.00 999 1021.9 -08.7 999.0 999.0 99.0
88 01 06 08 270 14.4 16.5 99.00 99.00 99.00 999 1021.9 -08.8 999.0 999.0 99.0
88 01 06 09 270 14.4 16.5 99.00 99.00 99.00 999 1021.5 -09.1 999.0 999.0 99.0
88 01 06 10 270 16.0 18.0 99.00 99.00 99.00 999 1021.6 -09.0 999.0 999.0 99.0
88 01 06 11 270 14.4 16.5 99.00 99.00 99.00 999 1022.5 -08.5 999.0 999.0 99.0
88 01 06 12 270 15.5 18.6 99.00 99.00 99.00 999 1022.8 -08.7 999.0 999.0 99.0
88 01 06 13 270 18.0 20.6 99.00 99.00 99.00 999 1022.6 -08.3 999.0 999.0 99.0
88 01 06 14 270 16.5 19.1 99.00 99.00 99.00 999 1023.5 -08.6 999.0 999.0 99.0
88 01 06 15 270 14.4 16.5 99.00 99.00 99.00 999 1023.4 -08.5 999.0 999.0 99.0
88 01 06 16 280 17.0 20.6 99.00 99.00 99.00 999 1022.5 -07.8 999.0 999.0 99.0
88 01 06 17 280 16.0 18.0 99.00 99.00 99.00 999 1022.0 -07.0 999.0 999.0 99.0
88 01 06 18 270 14.9 17.0 99.00 99.00 99.00 999 1021.9 -06.8 999.0 999.0 99.0
88 01 06 19 280 13.4 14.9 99.00 99.00 99.00 999 1021.9 -05.8 999.0 999.0 99.0
88 01 06 20 280 14.4 17.0 99.00 99.00 99.00 999 1022.0 -05.3 999.0 999.0 99.0
88 01 06 21 290 14.4 16.5 99.00 99.00 99.00 999 1022.7 -05.1 999.0 999.0 99.0
88 01 06 22 290 13.9 16.0 99.00 99.00 99.00 999 1023.7 -05.8 999.0 999.0 99.0
88 01 06 23 280 16.5 19.6 99.00 99.00 99.00 999 1024.6 -06.1 999.0 999.0 99.0
88 01 07 00 280 14.4 16.5 99.00 99.00 99.00 999 1025.4 -06.5 999.0 999.0 99.0
88 01 07 01 280 14.9 17.5 99.00 99.00 99.00 999 1025.9 -06.9 999.0 999.0 99.0
88 01 07 02 290 16.5 19.6 99.00 99.00 99.00 999 1026.1 -07.5 999.0 999.0 99.0
88 01 07 03 280 16.5 18.6 99.00 99.00 99.00 999 1026.8 -07.9 999.0 999.0 99.0
88 01 07 04 290 15.5 17.0 99.00 99.00 99.00 999 1027.2 -08.5 999.0 999.0 99.0
88 01 07 05 280 15.5 18.0 99.00 99.00 99.00 999 1027.0 -08.8 999.0 999.0 99.0
88 01 07 06 280 13.9 15.5 99.00 99.00 99.00 999 1027.9 -08.9 999.0 999.0 99.0
88 01 07 07 290 14.4 17.5 99.00 99.00 99.00 999 1028.1 -09.4 999.0 999.0 99.0
88 01 07 08 290 14.9 19.1 99.00 99.00 99.00 999 1028.4 -09.7 999.0 999.0 99.0
88 01 07 09 290 12.9 14.9 99.00 99.00 99.00 999 1029.6 -10.0 999.0 999.0 99.0
88 01 07 10 290 12.4 14.9 99.00 99.00 99.00 999 1031.0 -10.4 999.0 999.0 99.0
88 01 07 11 290 11.9 14.4 99.00 99.00 99.00 999 1032.7 -10.7 999.0 999.0 99.0
88 01 07 12 290 13.4 14.9 99.00 99.00 99.00 999 1033.1 -11.0 999.0 999.0 99.0
88 01 07 13 300 11.3 13.4 99.00 99.00 99.00 999 1034.0 -10.5 999.0 999.0 99.0
88 01 07 14 310 09.8 12.4 99.00 99.00 99.00 999 1034.4 -09.6 999.0 999.0 99.0
88 01 07 15 310 10.3 11.9 99.00 99.00 99.00 999 1035.0 -09.1 999.0 999.0 99.0
88 01 07 16 310 11.3 12.4 99.00 99.00 99.00 999 1034.7 -08.4 999.0 999.0 99.0
88 01 07 17 300 10.3 11.3 99.00 99.00 99.00 999 1034.4 -07.4 999.0 999.0 99.0
88 01 07 18 310 07.7 09.3 99.00 99.00 99.00 999 1034.0 -06.1 999.0 999.0 99.0
88 01 07 19 320 06.2 07.2 99.00 99.00 99.00 999 1033.9 -05.7 999.0 999.0 99.0
88 01 07 20 320 07.2 08.3 99.00 99.00 99.00 999 1034.6 -05.1 999.0 999.0 99.0
88 01 07 21 310 06.2 07.7 99.00 99.00 99.00 999 1035.1 -05.9 999.0 999.0 99.0
88 01 07 22 320 05.1 06.2 99.00 99.00 99.00 999 1035.4 -06.5 999.0 999.0 99.0
88 01 07 23 340 06.2 07.7 99.00 99.00 99.00 999 1035.7 -06.6 999.0 999.0 99.0
88 01 08 00 330 05.1 06.7 99.00 99.00 99.00 999 1036.7 -06.6 999.0 999.0 99.0
88 01 08 01 340 05.7 06.7 99.00 99.00 99.00 999 1036.2 -06.8 999.0 999.0 99.0
88 01 08 02 360 06.2 07.2 99.00 99.00 99.00 999 1036.4 -07.3 999.0 999.0 99.0
88 01 08 03 350 06.7 07.7 99.00 99.00 99.00 999 1036.6 -07.9 999.0 999.0 99.0
88 01 08 04 020 06.7 07.7 99.00 99.00 99.00 999 1035.8 -08.1 999.0 999.0 99.0
88 01 08 05 010 06.2 07.2 99.00 99.00 99.00 999 1035.4 -08.2 999.0 999.0 99.0
88 01 08 06 020 05.1 05.7 99.00 99.00 99.00 999 1035.2 -08.1 999.0 999.0 99.0
88 01 08 07 030 05.1 06.2 99.00 99.00 99.00 999 1034.7 -08.3 999.0 999.0 99.0
88 01 08 08 030 05.1 06.2 99.00 99.00 99.00 999 1034.0 -07.8 999.0 999.0 99.0
88 01 08 09 060 05.1 06.2 99.00 99.00 99.00 999 1033.3 -06.8 999.0 999.0 99.0
88 01 08 10 060 06.2 07.2 99.00 99.00 99.00 999 1031.7 -05.6 999.0 999.0 99.0
88 01 08 11 060 07.2 08.3 99.00 99.00 99.00 999 1031.4 -04.4 999.0 999.0 99.0
88 01 08 12 080 07.7 08.3 99.00 99.00 99.00 999 1031.4 -03.5 999.0 999.0 99.0
88 01 08 13 080 09.3 10.8 99.00 99.00 99.00 999 1030.3 -02.3 999.0 999.0 99.0
88 01 08 14 080 10.3 11.3 99.00 99.00 99.00 999 1029.5 -01.9 999.0 999.0 99.0
88 01 08 15 080 12.4 14.4 99.00 99.00 99.00 999 1028.2 -01.1 999.0 999.0 99.0
88 01 08 16 080 13.9 16.0 99.00 99.00 99.00 999 1026.0 -00.9 999.0 999.0 99.0
88 01 08 17 080 12.9 13.9 99.00 99.00 99.00 999 1024.6 -01.0 999.0 999.0 99.0
88 01 08 18 080 12.9 13.9 99.00 99.00 99.00 999 1023.3 -01.0 999.0 999.0 99.0
88 01 08 19 070 12.4 13.9 99.00 99.00 99.00 999 1021.6 -00.9 999.0 999.0 99.0
88 01 08 20 060 12.4 13.4 99.00 99.00 99.00 999 1019.9 -00.7 999.0 999.0 99.0
88 01 08 21 060 12.9 14.4 99.00 99.00 99.00 999 1017.6 -00.3 999.0 999.0 99.0
88 01 08 22 060 14.4 16.0 99.00 99.00 99.00 999 1016.4  00.0 999.0 999.0 99.0
88 01 08 23 050 13.9 15.5 99.00 99.00 99.00 999 1015.4  00.2 999.0 999.0 99.0
88 01 09 00 050 13.9 16.0 99.00 99.00 99.00 999 1014.0  00.4 999.0 999.0 99.0
88 01 09 01 030 12.4 13.9 99.00 99.00 99.00 999 1012.0  00.4 999.0 999.0 99.0
88 01 09 02 020 17.0 19.1 99.00 99.00 99.00 999 1009.6  00.4 999.0 999.0 99.0
88 01 09 03 020 16.5 18.6 99.00 99.00 99.00 999 1008.6  00.5 999.0 999.0 99.0
88 01 09 04 010 14.4 16.5 99.00 99.00 99.00 999 1008.3  00.4 999.0 999.0 99.0
88 01 09 05 360 12.9 14.4 99.00 99.00 99.00 999 1007.8  00.5 999.0 999.0 99.0
88 01 09 06 330 12.9 14.4 99.00 99.00 99.00 999 1008.2 -03.4 999.0 999.0 99.0
88 01 09 07 340 15.5 18.6 99.00 99.00 99.00 999 1008.2 -03.5 999.0 999.0 99.0
88 01 09 08 330 12.9 14.9 99.00 99.00 99.00 999 1010.0 -03.5 999.0 999.0 99.0
88 01 09 09 330 13.4 15.5 99.00 99.00 99.00 999 1011.3 -03.9 999.0 999.0 99.0
88 01 09 10 330 11.9 13.4 99.00 99.00 99.00 999 1012.6 -03.5 999.0 999.0 99.0
88 01 09 11 320 11.9 13.4 99.00 99.00 99.00 999 1014.1 -03.1 999.0 999.0 99.0
88 01 09 12 330 11.9 12.9 99.00 99.00 99.00 999 1015.8 -02.3 999.0 999.0 99.0
88 01 09 13 310 08.3 09.3 99.00 99.00 99.00 999 1017.2 -02.1 999.0 999.0 99.0
88 01 09 14 310 07.2 07.7 99.00 99.00 99.00 999 1018.7 -02.1 999.0 999.0 99.0
88 01 09 15 290 05.7 06.7 99.00 99.00 99.00 999 1019.6 -01.3 999.0 999.0 99.0
88 01 09 16 280 03.6 04.6 99.00 99.00 99.00 999 1020.1 -00.1 999.0 999.0 99.0
88 01 09 17 300 06.2 07.2 99.00 99.00 99.00 999 1019.9  00.4 999.0 999.0 99.0
88 01 09 18 280 04.1 05.1 99.00 99.00 99.00 999 1019.3  00.7 999.0 999.0 99.0
88 01 09 19 270 02.6 03.1 99.00 99.00 99.00 999 1019.4  00.8 999.0 999.0 99.0
88 01 09 20 250 02.1 02.6 99.00 99.00 99.00 999 1020.1  00.5 999.0 999.0 99.0
88 01 09 21 260 04.6 05.7 99.00 99.00 99.00 999 1020.7  00.6 999.0 999.0 99.0
88 01 09 22 270 06.7 07.7 99.00 99.00 99.00 999 1021.8  00.5 999.0 999.0 99.0
88 01 09 23 280 06.7 07.2 99.00 99.00 99.00 999 1022.6  00.0 999.0 999.0 99.0
88 01 10 00 290 08.3 08.8 99.00 99.00 99.00 999 1022.9 -00.5 999.0 999.0 99.0
88 01 10 01 290 06.7 07.7 99.00 99.00 99.00 999 1023.5 -01.0 999.0 999.0 99.0
88 01 10 02 300 06.7 07.7 99.00 99.00 99.00 999 1023.8 -01.4 999.0 999.0 99.0
88 01 10 03 300 07.2 08.3 99.00 99.00 99.00 999 1023.7 -01.7 999.0 999.0 99.0
88 01 10 04 300 06.7 08.3 99.00 99.00 99.00 999 1024.3 -02.1 999.0 999.0 99.0
88 01 10 05 300 07.7 08.8 99.00 99.00 99.00 999 1024.0 -02.1 999.0 999.0 99.0
88 01 10 06 310 06.7 07.2 99.00 99.00 99.00 999 1024.2 -02.5 999.0 999.0 99.0
88 01 10 07 310 06.7 07.7 99.00 99.00 99.00 999 1025.0 -02.6 999.0 999.0 99.0
88 01 10 08 320 06.2 06.7 99.00 99.00 99.00 999 1024.8 -02.9 999.0 999.0 99.0
88 01 10 09 310 06.7 07.7 99.00 99.00 99.00 999 1024.7 -03.2 999.0 999.0 99.0
88 01 10 10 310 07.7 08.8 99.00 99.00 99.00 999 1025.0 -03.5 999.0 999.0 99.0
88 01 10 11 320 06.7 07.2 99.00 99.00 99.00 999 1025.4 -03.8 999.0 999.0 99.0
88 01 10 12 320 08.3 09.3 99.00 99.00 99.00 999 1025.8 -04.0 999.0 999.0 99.0
88 01 10 13 320 09.3 09.8 99.00 99.00 99.00 999 1026.3 -04.2 999.0 999.0 99.0
88 01 10 14 330 07.7 09.3 99.00 99.00 99.00 999 1027.3 -03.0 999.0 999.0 99.0
88 01 10 15 330 07.7 08.8 99.00 99.00 99.00 999 1028.1 -01.6 999.0 999.0 99.0
88 01 10 16 330 07.2 08.3 99.00 99.00 99.00 999 1027.8 -01.6 999.0 999.0 99.0
88 01 10 17 320 04.6 05.7 99.00 99.00 99.00 999 1027.5 -00.7 999.0 999.0 99.0
88 01 10 18 310 05.1 06.2 99.00 99.00 99.00 999 1027.4 -00.9 999.0 999.0 99.0
88 01 10 19 310 05.1 06.2 99.00 99.00 99.00 999 1027.2 -00.7 999.0 999.0 99.0
88 01 10 20 300 05.1 05.7 99.00 99.00 99.00 999 1027.8 -00.3 999.0 999.0 99.0
88 01 10 21 320 02.6 03.6 99.00 99.00 99.00 999 1028.6 -00.5 999.0 999.0 99.0
88 01 10 22 320 04.6 05.7 99.00 99.00 99.00 999 1029.1 -02.3 999.0 999.0 99.0
88 01 10 23 330 04.1 04.6 99.00 99.00 99.00 999 1030.0 -02.9 999.0 999.0 99.0
88 01 11 00 330 04.1 04.6 99.00 99.00 99.00 999 1030.6 -03.0 999.0 999.0 99.0
88 01 11 01 330 03.6 04.1 99.00 99.00 99.00 999 1030.9 -03.1 999.0 999.0 99.0
88 01 11 02 300 03.1 03.6 99.00 99.00 99.00 999 1031.2 -03.2 999.0 999.0 99.0
88 01 11 03 330 03.1 04.1 99.00 99.00 99.00 999 1031.1 -03.5 999.0 999.0 99.0
88 01 11 04 360 04.6 05.7 99.00 99.00 99.00 999 1030.9 -04.2 999.0 999.0 99.0
88 01 11 05 360 04.6 05.1 99.00 99.00 99.00 999 1031.0 -04.6 999.0 999.0 99.0
88 01 11 06 010 02.6 03.1 99.00 99.00 99.00 999 1031.2 -04.5 999.0 999.0 99.0
88 01 11 07 360 02.6 03.1 99.00 99.00 99.00 999 1031.5 -04.9 999.0 999.0 99.0
88 01 11 08 350 02.6 03.6 99.00 99.00 99.00 999 1031.7 -05.1 999.0 999.0 99.0
88 01 11 09 340 02.6 03.1 99.00 99.00 99.00 999 1031.4 -05.5 999.0 999.0 99.0
88 01 11 10 330 02.6 03.1 99.00 99.00 99.00 999 1031.2 -05.7 999.0 999.0 99.0
88 01 11 11 350 02.6 03.1 99.00 99.00 99.00 999 1031.2 -05.8 999.0 999.0 99.0
88 01 11 12 330 02.6 03.1 99.00 99.00 99.00 999 1031.7 -06.0 999.0 999.0 99.0
88 01 11 13 320 02.6 03.1 99.00 99.00 99.00 999 1032.2 -04.7 999.0 999.0 99.0
88 01 11 14 320 01.5 02.1 99.00 99.00 99.00 999 1032.2 -01.1 999.0 999.0 99.0
88 01 11 15 270 01.5 02.1 99.00 99.00 99.00 999 1032.1 -03.4 999.0 999.0 99.0
88 01 11 16 240 04.1 05.1 99.00 99.00 99.00 999 1031.6 -03.5 999.0 999.0 99.0
88 01 11 17 250 05.1 06.2 99.00 99.00 99.00 999 1030.8 -03.5 999.0 999.0 99.0
88 01 11 18 230 05.7 06.7 99.00 99.00 99.00 999 1030.0 -03.3 999.0 999.0 99.0
