YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
97 04 27 00 248  7.2  7.4 99.00 99.00 99.00 999 1020.3  12.3   8.1   1.2 99.0
97 04 27 01 293  5.3  5.4 99.00 99.00 99.00 999 1021.1  13.8   8.2  -1.3 99.0
97 04 27 02 294  6.0  6.5 99.00 99.00 99.00 999 1021.9  14.0   8.2  -2.5 99.0
97 04 27 03 295  5.4  5.4 99.00 99.00 99.00 999 1022.3  13.6   8.1  -4.0 99.0
97 04 27 04 294  6.7  7.1 99.00 99.00 99.00 999 1022.8  12.7   8.1  -3.5 99.0
97 04 27 05 304  6.2  6.4 99.00 99.00 99.00 999 1023.1  12.3   8.0  -4.4 99.0
97 04 27 06 308  6.7  6.8 99.00 99.00 99.00 999 1023.4  11.2   8.0  -4.1 99.0
97 04 27 07 319  6.0  6.2 99.00 99.00 99.00 999 1023.4  11.3   7.9  -4.3 99.0
97 04 27 08 333  6.1  6.4 99.00 99.00 99.00 999 1023.7  11.3   7.9  -6.4 99.0
97 04 27 09 343  4.5  4.6 99.00 99.00 99.00 999 1024.0   9.3   7.9  -2.8 99.0
97 04 27 10 353  5.7  5.9 99.00 99.00 99.00 999 1024.5   9.2   7.6  -3.5 99.0
97 04 27 11  18  4.0  4.3 99.00 99.00 99.00 999 1024.8   9.0   7.3  -2.5 99.0
97 04 27 12  37  4.4  4.6 99.00 99.00 99.00 999 1024.9   8.8   7.1   -.5 99.0
97 04 27 13  45  2.0  2.1 99.00 99.00 99.00 999 1025.5   9.3   7.0  -5.2 99.0
97 04 27 14  44  3.6  3.7 99.00 99.00 99.00 999 1025.5  10.5   7.0  -5.9 99.0
97 04 27 15  94  2.0  2.1 99.00 99.00 99.00 999 1024.9  11.4   7.0  -4.3 99.0
97 04 27 16 182  4.9  4.9 99.00 99.00 99.00 999 1024.7  10.4   7.0   1.3 99.0
97 04 27 17 174  6.0  6.1   .39 11.11  4.67 999 1024.2   9.9   7.4   2.0 99.0
97 04 27 18 163  6.3  6.7   .36 10.00  5.12 999 1024.0   9.5   7.6   2.9 99.0
97 04 27 19 164  6.6  7.1   .37 11.11  5.08 999 1023.3   9.3   7.5   4.0 99.0
